WAVELENGTH	NORM_INTENSITY
319.9775496	0.002109539
320.0861329	-0.001835161
320.1947225	0.001860847
320.3033183	-0.002251862
320.4119204	0.002242018
320.5205287	-0.002507118
320.6291433	0.00204177
320.7377641	-0.001760798
320.8463912	0.002507148
320.9550245	-0.002235829
321.0636641	0.001712172
321.1723099	-0.002090315
321.280962	0.002148391
321.3896203	-0.00163467
321.4982849	0.002077431
321.6069557	-0.002400486
321.7156327	0.002164546
321.824316	-0.001712384
321.9330055	0.002390753
322.0417013	-0.002277649
322.1504033	0.001990165
322.2591115	-0.002368298
322.367826	0.001928717
322.4765466	-0.002222814
322.5852736	0.002112891
322.6940067	-0.002668645
322.8027461	0.001654035
322.9114917	-0.002371337
323.0202435	0.002119303
323.1290015	-0.001524949
323.2377658	0.001686345
323.3465363	-0.001925567
323.455313	0.002645907
323.5640959	-0.002575028
323.672885	0.001831718
323.7816804	-0.002510359
323.8904819	0.001876961
323.9992897	-0.001841521
324.1081037	0.002132418
324.2169238	-0.002142061
324.3257502	0.00193842
324.4345828	-0.002449021
324.5434216	0.001799499
324.6522666	-0.00187061
324.7611178	0.001909159
324.8699752	-0.00241336
324.9788388	0.001641182
325.0877086	-0.002545819
325.1965846	0.002487732
325.3054668	-0.002048343
325.4143552	0.002003008
325.5232498	-0.001970689
325.6321505	0.002151602
325.7410575	-0.002103218
325.8499706	0.002171028
325.9588899	-0.002542608
326.0678154	0.002364905
326.1767471	-0.002700904
326.285685	0.001783233
326.394629	-0.002471517
326.5035792	0.002158094
326.6125357	-0.002028927
326.7214982	0.001922285
326.830467	-0.002778447
326.9394419	0.002481169
327.048423	-0.001915864
327.1574103	0.002361594
327.2664037	-0.002132358
327.3754033	0.002423032
327.4844091	-0.001764049
327.593421	0.00238416
327.7024391	-0.001857707
327.8114634	0.001796288
327.9204938	-0.001738303
328.0295304	0.002248621
328.1385731	-0.002171099
328.247622	0.001721885
328.356677	-0.002752599
328.4657382	0.001983572
328.5748056	-0.002342289
328.6838791	0.00170249
328.7929587	-0.001996658
328.9020445	0.002781587
329.0111364	-0.002067668
329.1202345	0.002665162
329.2293388	-0.002003008
329.3384491	0.001851275
329.4475656	-0.001977201
329.5566883	0.00210964
329.6658171	-0.002048302
329.774952	0.002099947
329.8840931	-0.002103319
329.9932403	0.002025676
330.1023936	-0.001909452
330.211553	0.001618596
330.3207186	-0.002558803
330.4298903	0.001427939
330.5390682	-0.002103198
330.6482521	0.002103128
330.7574422	-0.002707427
330.8666384	0.002025494
330.9758408	-0.002051554
331.0850492	0.002306647
331.1942638	-0.001650946
331.3034844	0.002261424
331.4127112	-0.002545849
331.5219442	0.001825246
331.6311832	-0.001709163
331.7404283	0.00244573
331.8496796	-0.002332646
331.9589369	0.001579754
332.0682004	-0.002348831
332.1774699	0.001928697
332.2867456	-0.002468397
332.3960274	0.001340643
332.5053152	-0.002474748
332.6146092	0.002287302
332.7239093	-0.001709052
332.8332154	0.002910815
332.9425277	-0.001945013
333.0518461	0.002167787
333.1611705	-0.002012863
333.270501	0.002061166
333.3798377	-0.001964318
333.4891804	0.002229155
333.5985292	-0.002113022
333.7078841	0.002180721
333.8172451	-0.001573484
333.9266121	0.001902849
334.0359853	-0.002361654
334.1453645	0.00245206
334.2547498	-0.00203866
334.3641411	0.002429403
334.4735386	-0.002190444
334.5829421	0.001909341
334.6923517	-0.00298856
334.8017674	0.001547464
334.9111891	-0.001773641
335.0206169	0.001919105
335.1300508	-0.002293895
335.2394907	0.001608883
335.3489367	-0.00279128
335.4583888	0.001721875
335.5678469	-0.001922376
335.6773111	0.001799368
335.7867814	-0.002132267
335.8962577	0.001954544
336.00574	-0.00262005
336.1152284	0.001576593
336.2247229	-0.002051584
336.3342234	0.002490852
336.44373	-0.002723561
336.5532426	0.002258163
336.6627613	-0.002248561
336.772286	0.001812413
336.8818167	-0.002510318
336.9913535	0.001902839
337.1008964	-0.002135488
337.2104453	0.002187153
337.3200002	-0.002487581
337.4295612	0.002406807
337.5391281	-0.002138628
337.6487012	0.002203267
337.7582802	-0.002012701
337.8678653	0.002161184
337.9774565	-0.001770541
338.0870536	0.002035399
338.1966568	-0.002025746
338.306266	0.002083772
338.4158812	-0.002371398
338.5255025	0.001961046
338.6351298	-0.002497435
338.7447631	0.002374517
338.8544024	-0.001282597
338.9640477	0.002355182
339.0736991	-0.001912623
339.1833565	0.001776842
339.2930199	-0.002623432
339.4026893	0.001647654
339.5123647	-0.001789796
339.6220461	0.00194158
339.7317335	-0.002662113
339.8414269	0.002442236
339.9511264	-0.00244892
340.0608318	0.00245207
340.1705433	-0.00220988
340.2802607	0.001796076
340.3899842	-0.002355243
340.4997136	0.001334222
340.609449	-0.002503796
340.7191905	0.00228081
340.8289379	-0.002271167
340.9386913	0.002503796
341.0484507	-0.001625159
341.1582161	0.00248441
341.2679875	-0.002700854
341.3777649	0.001392419
341.4875483	-0.002759082
341.5973376	0.002064306
341.7071329	-0.00231004
341.8169343	0.001747854
341.9267416	-0.001718695
342.0365548	0.002183851
342.1463741	-0.002164647
342.2561993	0.00218061
342.3660305	-0.002316481
342.4758677	0.001880303
342.5857108	-0.002633074
342.6955599	0.00221297
342.805415	-0.002235768
342.915276	0.002335797
343.0251431	-0.002943226
343.135016	0.002461824
343.244895	-0.002238888
343.3547799	0.002116092
343.4646707	-0.00176722
343.5745676	0.001815644
343.6844703	-0.002100078
343.7943791	0.002161295
343.9042938	-0.002125916
344.0142144	0.001880212
344.124141	-0.002103289
344.2340736	0.001980382
344.3440121	-0.002148442
344.4539565	0.0017704
344.5639069	-0.002820449
344.6738632	0.001589457
344.7838255	-0.001673522
344.8937937	0.002035207
345.0037679	-0.002187213
345.113748	0.002329264
345.223734	-0.002348791
345.333726	0.002603915
345.4437239	-0.001999889
345.5537277	0.001867308
345.6637375	-0.001615446
345.7737532	0.002397245
345.8837748	-0.002607186
345.9938024	0.002112881
