WAVELENGTH	NORM_INTENSITY
320.1481763	3.22889E-05
320.256863	0
320.3655559	1.46818E-05
320.474255	1.46818E-05
320.5829603	0
320.6916719	0
320.8003897	0
320.9091138	1.46818E-05
321.0178441	0
321.1265806	1.46818E-05
321.2353233	0
321.3440723	0
321.4528275	0
321.5615889	1.46818E-05
321.6703565	1.46818E-05
321.7791304	0
321.8879104	1.46818E-05
321.9966967	0
322.1054892	0
322.2142879	1.46818E-05
322.3230929	0
322.431904	0
322.5407213	0
322.6495449	1.46818E-05
322.7583746	1.46818E-05
322.8672106	0
322.9760527	1.46818E-05
323.0849011	0
323.1937556	1.46818E-05
323.3026164	1.46818E-05
323.4114833	1.46818E-05
323.5203565	1.46818E-05
323.6292358	0
323.7381213	0
323.8470131	0
323.955911	1.46818E-05
324.0648151	3.22889E-05
324.1737253	1.46818E-05
324.2826418	1.46818E-05
324.3915644	0
324.5004933	0
324.6094283	1.46818E-05
324.7183694	1.46818E-05
324.8273168	1.46818E-05
324.9362703	1.46818E-05
325.04523	0
325.1541959	0
325.2631679	1.46818E-05
325.3721461	0
325.4811305	0
325.5901211	4.99071E-05
325.6991178	0
325.8081206	1.46818E-05
325.9171296	0
326.0261448	0
326.1351662	0
326.2441937	1.46818E-05
326.3532273	0
326.4622671	1.46818E-05
326.5713131	0
326.6803652	1.46818E-05
326.7894234	0
326.8984878	1.46818E-05
327.0075584	0
327.1166351	0
327.2257179	1.46818E-05
327.3348069	3.22889E-05
327.443902	1.46818E-05
327.5530032	1.46818E-05
327.6621106	1.46818E-05
327.7712241	3.22889E-05
327.8803438	0
327.9894696	0
328.0986015	0
328.2077395	0
328.3168837	3.22889E-05
328.426034	1.46818E-05
328.5351904	1.46818E-05
328.6443529	1.46818E-05
328.7535216	0
328.8626963	1.46818E-05
328.9718772	1.46818E-05
329.0810642	1.46818E-05
329.1902574	3.22889E-05
329.2994566	3.22889E-05
329.4086619	1.46818E-05
329.5178734	0
329.6270909	0
329.7363146	0
329.8455444	0
329.9547803	0
330.0640222	1.46818E-05
330.1732703	1.46818E-05
330.2825245	1.46818E-05
330.3917848	0
330.5010511	0
330.6103236	0
330.7196021	1.46818E-05
330.8288868	0
330.9381775	0
331.0474743	3.22889E-05
331.1567773	3.22889E-05
331.2660862	0
331.3754013	1.46818E-05
331.4847225	0
331.5940497	1.46818E-05
331.703383	1.46818E-05
331.8127224	0
331.9220679	0
332.0314194	1.46818E-05
332.1407771	0
332.2501408	3.22889E-05
332.3595105	3.22889E-05
332.4688863	1.46818E-05
332.5782682	1.46818E-05
332.6876562	0
332.7970502	3.22889E-05
332.9064503	0
333.0158564	1.46818E-05
333.1252686	3.22889E-05
333.2346869	0
333.3441112	0
333.4535416	1.46818E-05
333.562978	0
333.6724204	1.46818E-05
333.781869	1.46818E-05
333.8913235	0
334.0007841	1.46818E-05
334.1102508	0
334.2197235	1.46818E-05
334.3292022	0
334.438687	1.46818E-05
334.5481778	0
334.6576747	0
334.7671776	4.99071E-05
334.8766865	1.46818E-05
334.9862015	1.46818E-05
335.0957225	0
335.2052495	3.22889E-05
335.3147825	1.46818E-05
335.4243216	0
335.5338667	0
335.6434178	1.46818E-05
335.752975	0
335.8625381	0
335.9721073	1.46818E-05
336.0816825	1.46818E-05
336.1912637	0
336.3008509	1.46818E-05
336.4104442	3.22889E-05
336.5200434	1.46818E-05
336.6296487	1.46818E-05
336.7392599	1.46818E-05
336.8488772	0
336.9585005	0
337.0681298	0
